59,64,4,977932152
58,61,2,977933844
57,60,4,977933866
58,69,4,977934160
58,60,3,977934292
58,72,3,977934292
58,65,3,977934740
57,65,4,977935034
57,66,3,977935138
56,75,3,977935272
56,61,3,977935511
56,67,4,977936132
57,83,4,977936561
57,69,4,977936622
57,67,4,977936648
57,81,4,977937005
57,68,4,977937809
57,82,3,977938029
57,77,4,977938159
57,73,4,977938425
55,83,4,977938593
57,80,3,977938939
57,75,4,977938976
57,86,3,977938976
57,61,4,977939066
55,64,4,977939167
55,80,4,977939897
57,70,3,977940969
54,76,3,977942827
54,83,4,977942911
53,60,4,977944039
53,75,4,977944816
52,60,4,977946400
51,83,3,977946593
50,87,3,977947270
52,64,4,977948959
52,89,4,977952986
49,75,3,977961102
48,83,4,977971734
48,68,2,977972501
48,70,4,977972501
48,76,2,977972501
48,64,3,977972564
48,61,2,977972750
47,65,2,977975030
47,60,3,977975061
47,83,4,977975743
52,82,3,977976020
52,86,2,977976020
47,70,2,977976188
47,64,3,977976209
47,87,3,977976298
47,76,2,977976298
46,60,3,977978345
46,83,4,977978521
46,67,3,977978604
52,68,4,977979520
52,69,4,977979520
52,70,2,977979589
52,62,4,977979589
52,74,4,977979615
52,61,4,977979726
52,85,0,977979943
52,79,4,977981423
52,87,2,977984903
44,83,0,977987959
44,62,3,977988097
44,84,1,977988826
44,85,2,977988826
44,65,2,977990135
44,82,4,977990190
44,80,2,977990190
44,75,2,977990251
44,73,2,977990487
44,64,0,977990630
47,80,2,978012882
43,83,4,978018896
43,60,3,978018995
43,69,4,978019148
43,86,4,978019198
43,82,4,978019549
43,65,4,978019688
43,73,3,978019688
43,79,3,978019688
43,77,4,978020155
42,65,4,978026345
47,82,3,978032226
47,86,3,978032226
41,60,2,978038981
41,82,4,978039170
41,86,3,978039215
40,87,4,978039260
39,69,4,978039514
39,65,3,978039557
39,66,4,978039584
43,68,4,978040198
43,89,4,978040331
41,65,3,978040806
41,66,3,978040857
41,79,2,978041282
41,83,3,978041479
41,69,4,978041634
38,87,1,978043372
38,60,4,978043535
38,64,3,978043814
37,87,3,978044771
37,84,2,978044835
37,85,2,978045112
37,63,3,978046023
37,64,3,978046270
36,80,3,978046375
36,65,4,978046394
36,75,4,978056172
36,87,2,978056849
47,68,3,978059313
47,85,2,978059636
47,69,3,978059730
47,62,2,978059754
47,74,2,978059754
47,67,2,978060473
47,73,3,978060880
35,82,4,978060982
35,86,3,978061007
35,76,4,978061314
35,64,4,978061314
47,75,3,978062117
47,79,3,978062354
35,75,4,978063339
35,73,3,978063380
35,79,3,978063471
35,80,2,978063826
47,66,2,978064399
34,70,1,978101958
34,69,4,978101958
34,62,2,978101982
34,74,2,978101982
34,71,2,978102002
33,87,3,978102800
33,86,4,978102839
33,89,3,978102922
33,82,4,978102954
33,73,4,978102970
34,63,2,978103035
33,65,4,978103077
33,75,4,978103106
33,69,4,978103710
34,65,4,978103790
33,63,3,978103898
33,67,4,978104026
32,83,2,978107833
32,69,3,978108416
32,75,3,978108670
32,62,4,978108939
32,74,4,978109398
32,87,4,978109979
32,79,2,978110395
30,82,4,978120938
30,65,4,978120971
30,73,4,978120997
30,64,3,978121242
29,86,4,978121513
29,88,1,978121902
29,83,4,978121902
29,81,2,978121996
29,78,2,978121997
31,89,3,978123515
27,60,2,978125194
27,65,4,978125233
27,79,2,978125358
27,73,4,978125359
27,69,3,978125464
27,72,3,978126189
27,80,3,978126422
27,86,2,978126452
26,86,4,978129642
24,64,2,978130895
23,87,2,978131578
23,82,3,978131939
23,75,3,978131980
23,79,3,978132040
24,82,4,978132138
23,65,3,978132232
23,73,3,978132276
23,83,4,978132483
